id,real_name,hit,rpm,slot,acc,rec,mag,ammo,mod,class,gx,gy,gw,gh,tex
wpn_eft_akm_p1x42,Kalashnikov AKM,0.59,640.0,2,0.45,1.845,30.0,7.62x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_akm_ui
wpn_eft_akm_1p87,Kalashnikov AKM,0.59,640.0,2,0.45,1.845,30.0,7.62x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_akm_ui
wpn_eft_akm_lco1,Kalashnikov AKM,0.59,640.0,2,0.45,1.845,30.0,7.62x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_akm_ui
wpn_eft_glock_fischer_pk6,Glock 17 Fischer,0.46,311.0,1,0.34,2.0,17.0,9x19_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Pistol,0.0,0.0,2.0,1.0,ui\eft_glocks_ui
wpn_eft_glock_fischer_lco1,Glock 17 Fischer,0.46,311.0,1,0.34,2.0,17.0,9x19_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Pistol,0.0,0.0,2.0,1.0,ui\eft_glocks_ui
wpn_eft_hk416_p1x42,HK 416A5,0.49,700.0,2,0.21,0.556,30.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_hk416_ui
wpn_eft_hk416_lco1,HK 416A5,0.49,700.0,2,0.21,0.556,30.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_hk416_ui
wpn_eft_hk416_hk416_tac_1p87,HK 416A5 Tactical,0.49,700.0,2,0.19,0.556,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,5.0,6.0,2.0,ui\eft_hk416_ui
wpn_eft_hk416_hk416_tac_lco1,HK 416A5 Tactical,0.49,700.0,2,0.19,0.556,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,5.0,6.0,2.0,ui\eft_hk416_ui
wpn_m4_p1x42,M4,0.49,750.0,2,0.28,0.556,30.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,30.0,62.0,5.0,2.0,ui\eft_m4_ui
wpn_m4a1_p1x42,M4A1,0.49,770.0,2,0.31,0.556,30.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,25.0,42.0,5.0,2.0,ui\eft_m4a1_ui
wpn_eft_m4_lvoa_1p87,M4A1 LVOA-C,0.49,800.0,2,0.5,0.559,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_m4_lvoa_ui
wpn_eft_m4_lvoa_p1x42,M4A1 LVOA-C,0.49,800.0,2,0.5,0.559,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_m4_lvoa_ui
wpn_eft_m4_lvoa_lco1,M4A1 LVOA-C,0.49,800.0,2,0.5,0.559,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_m4_lvoa_ui
wpn_eft_m4_skull_lco1,M4A1 SKULL,0.49,800.0,2,0.4,0.556,30.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_m4_skull_ui
wpn_eft_m4_mini_pk6,Micro M4,0.49,800.0,2,0.31,0.556,20.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,4.0,2.0,ui\eft_m4_mini_ui
wpn_eft_m4_mini_p1x42,Micro M4,0.49,800.0,2,0.31,0.556,20.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,4.0,2.0,ui\eft_m4_mini_ui
wpn_eft_m4_mini_lco1,Micro M4,0.49,800.0,2,0.31,0.556,20.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,4.0,2.0,ui\eft_m4_mini_ui
wpn_eft_m4_adar_1p87,M4A1 ADAR,0.49,700.0,2,0.5,0.559,20.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_m4_adar_ui
wpn_eft_m4_adar_p1x42,M4A1 ADAR,0.49,700.0,2,0.5,0.559,20.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_m4_adar_ui
wpn_eft_m4_sai_gry_1p87,M4A1 SAI GRY,0.49,800.0,2,0.21,0.556,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_m4_sai_gry_ui
wpn_eft_m4_sai_gry_p1x42,M4A1 SAI GRY,0.49,800.0,2,0.21,0.556,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_m4_sai_gry_ui
wpn_eft_m4_sai_gry_lco1,M4A1 SAI GRY,0.49,800.0,2,0.21,0.556,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_m4_sai_gry_ui
wpn_eft_m4_viper_1p87,M4A1 VIPER,0.49,800.0,2,0.19,0.556,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_m4_viper_ui
wpn_eft_m4_viper_p1x42,M4A1 VIPER,0.49,800.0,2,0.19,0.556,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_m4_viper_ui
wpn_eft_m4_viper_lco1,M4A1 VIPER,0.49,800.0,2,0.19,0.556,60.0,5.56x45_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_m4_viper_ui
wpn_eft_mp5k_bossxe,HK MP5K,0.45,1000.0,1,0.57,1.0,20.0,9x19_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,3.0,2.0,ui\ui_eft_mp5k_icon
wpn_eft_mp5k_1p87,HK MP5K,0.45,1000.0,1,0.57,1.0,20.0,9x19_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,3.0,2.0,ui\ui_eft_mp5k_icon
wpn_eft_mp5k_pk6,HK MP5K,0.45,1000.0,1,0.57,1.0,20.0,9x19_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,3.0,2.0,ui\ui_eft_mp5k_icon
wpn_eft_mp5k_p1x42,HK MP5K,0.45,1000.0,1,0.57,1.0,20.0,9x19_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,3.0,2.0,ui\ui_eft_mp5k_icon
wpn_eft_mp5k_lco1,HK MP5K,0.45,1000.0,1,0.57,1.0,20.0,9x19_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,3.0,2.0,ui\ui_eft_mp5k_icon
wpn_eft_mp7_bossxe,EFT MP7 BOSSXE,0.47,950.0,1,0.24,0.8,40.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_mp7
wpn_eft_mp7_1p87,EFT MP7 1P87,0.47,950.0,1,0.24,0.8,40.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_mp7
wpn_eft_mp7_pk6,EFT MP7 PK6,0.47,950.0,1,0.24,0.8,40.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_mp7
wpn_eft_mp7_p1x42,EFT MP7 P1X42,0.47,950.0,1,0.24,0.8,40.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_mp7
wpn_eft_mp7_lco1,EFT MP7 LCO1,0.47,950.0,1,0.24,0.8,40.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_mp7
wpn_eft_mp7_tan_1p87,EFT MP7 TAN 1P87,0.47,950.0,1,0.24,0.8,40.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,2.0,4.0,2.0,ui\ui_eft_mp7
wpn_eft_mp7_tan_pk6,EFT MP7 TAN PK6,0.47,950.0,1,0.24,0.8,40.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,2.0,4.0,2.0,ui\ui_eft_mp7
wpn_eft_mp7_tan_p1x42,EFT MP7 TAN P1X42,0.47,950.0,1,0.24,0.8,40.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,2.0,4.0,2.0,ui\ui_eft_mp7
wpn_eft_mp7_tan_lco1,EFT MP7 TAN LCO1,0.47,950.0,1,0.24,0.8,40.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,2.0,4.0,2.0,ui\ui_eft_mp7
wpn_eft_p90_bossxe,FN P90,0.46,900.0,1,0.35,0.41,50.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_p90
wpn_eft_p90_1p87,FN P90,0.46,900.0,1,0.35,0.41,50.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_p90
wpn_eft_p90_pk6,FN P90,0.46,900.0,1,0.35,0.41,50.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_p90
wpn_eft_p90_p1x42,FN P90,0.46,900.0,1,0.35,0.41,50.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_p90
wpn_eft_p90_lco1,FN P90,0.46,900.0,1,0.35,0.41,50.0,5.7x28_ss190,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),SMG/PDW,0.0,0.0,4.0,2.0,ui\ui_eft_p90
wpn_eft_pm_tac_bossxe,Makarov PM,0.45,315.0,1,0.62,2.0,12.0,9x18_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Pistol,0.0,6.0,2.0,1.0,ui\eft_pm_pb_ui
wpn_eft_pm_tac_1p87,Makarov PM,0.45,315.0,1,0.62,2.0,12.0,9x18_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Pistol,0.0,6.0,2.0,1.0,ui\eft_pm_pb_ui
wpn_eft_pm_tac_pk6,Makarov PM,0.45,315.0,1,0.62,2.0,12.0,9x18_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Pistol,0.0,6.0,2.0,1.0,ui\eft_pm_pb_ui
wpn_eft_pm_tac_p1x42,Makarov PM,0.45,315.0,1,0.62,2.0,12.0,9x18_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Pistol,0.0,6.0,2.0,1.0,ui\eft_pm_pb_ui
wpn_eft_pm_tac_lco1,Makarov PM,0.45,315.0,1,0.62,2.0,12.0,9x18_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Pistol,0.0,6.0,2.0,1.0,ui\eft_pm_pb_ui
wpn_colt_python,Colt Python .357,0.6,200.0,1,0.54,6.0,6.0,357_hp_mag,1000000137- P229 And Colt Python-Frosty-Juan,Pistol,0.0,5.0,2.0,1.0,ui\rons_icon
wpn_p229,SIG Sauer P229,0.55,240.0,1,0.45,2.25,15.0,11.43x23_fmj,1000000137- P229 And Colt Python-Frosty-Juan,Pistol,0.0,0.0,2.0,1.0,ui\rons_icon
wpn_minigun9j,Archangel,0.39,1300.0,1,0.78,0.45,100.0,9x19_fmj,1000000157-Arbiter_Series_Archangel_Minigun_JMerc75,Pistol,0.0,0.0,4.0,2.0,ui\minigun9j_icon
wpn_winchester1873,Winchester Model 1873,0.8,65.0,2,0.13,2.35,12.0,357_hp_mag,1000000162-winchester with human rpm-mono,Sniper/DMR,0.0,0.0,6.0,2.0,ui\winchesterr_icon
wpn_knife,6h4 Bayonet,0.305,1000.0,2,0.5,0.65,1.0,knife,1000000179-EFP_Knives_Standalone_1.1-mono,Assault Rifle,8.0,10.0,2.0,1.0,wpn\wpn_knife_newicons.dds
wpn_knife2,NR-40 Scout Knife,0.45,1000.0,2,0.5,0.65,1.0,knife_2,1000000179-EFP_Knives_Standalone_1.1-mono,Assault Rifle,0.0,10.0,2.0,1.0,wpn\wpn_knife_newicons.dds
wpn_knife3,Hunting Knife,0.42,1000.0,2,0.5,0.65,1.0,knife_3,1000000179-EFP_Knives_Standalone_1.1-mono,Assault Rifle,2.0,10.0,2.0,1.0,wpn\wpn_knife_newicons.dds
wpn_knife4,Spetsnaz Switchblade,0.54,1000.0,2,0.5,0.65,1.0,knife_4,1000000179-EFP_Knives_Standalone_1.1-mono,Assault Rifle,4.0,10.0,2.0,1.0,wpn\wpn_knife_newicons.dds
wpn_knife5,M9 Bayonet,0.48,1000.0,2,0.5,0.65,1.0,knife_4,1000000179-EFP_Knives_Standalone_1.1-mono,Assault Rifle,6.0,10.0,2.0,1.0,wpn\wpn_knife_newicons.dds
wpn_knife6,OTs-4 Combat Knife,0.52,1000.0,2,0.5,0.65,1.0,knife_4,1000000179-EFP_Knives_Standalone_1.1-mono,Assault Rifle,130.0,2.0,2.0,1.0,ui\ui_icon_bas
wpn_knife7,Monolith Blade,0.6,1000.0,2,0.5,0.65,1.0,knife_4,1000000179-EFP_Knives_Standalone_1.1-mono,Assault Rifle,130.0,1.0,2.0,1.0,ui\ui_icon_bas
wpn_knife8,Kukri,0.65,1000.0,2,0.5,0.65,1.0,knife_4,1000000179-EFP_Knives_Standalone_1.1-mono,Assault Rifle,130.0,3.0,2.0,1.0,ui\ui_icon_bas
wpn_knife9,Gerber Tomahawk,0.9,1000.0,2,0.5,0.65,1.0,knife_4,1000000179-EFP_Knives_Standalone_1.1-mono,Assault Rifle,130.0,0.0,2.0,1.0,ui\ui_icon_bas
wpn_lebel1886,Lebel 1886,1.1,28.0,2,0.13,2.35,8.0,7.62x51_fmj,1000000193-3dss Lebel 1886 Sniper Rifle_originally_by_JMerc75_3DSS compatibility_by_mono,Sniper/DMR,0.0,0.0,5.0,1.0,ui\wpn_lebel1886
wpn_lebel1886_wpn_addon_scope_zf4,Lebel 1886,1.1,28.0,2,0.13,2.35,8.0,7.62x51_fmj,1000000193-3dss Lebel 1886 Sniper Rifle_originally_by_JMerc75_3DSS compatibility_by_mono,Battle Rifle,0.0,1.0,5.0,1.0,ui\wpn_lebel1886
wpn_mosin,Mosin-Nagant,0.9,25.0,2,0.12,1.98,5.0,7.62x54_7h1,181- Ballistics Overhaul (GBOOBS) - Grokitach,Sniper/DMR,65.0,76.0,5.0,1.0,ui\mosin_trio_icon
wpn_mossberg590,Mossberg 590A1,0.79,60.0,2,0.51,7.22,8.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,37.0,76.0,4.0,1.0,ui\wpn_mossberg590a1_icon
wpn_protecta,Armsel Protecta,0.78,155.0,2,0.53,6.46,12.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,35.0,42.0,5.0,2.0,ui\ui_icon_equipment
wpn_wincheaster1300,TOZ-194,0.79,50.0,2,0.57,7.22,7.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,44.0,61.0,4.0,1.0,ui\ui_icon_equipment
wpn_ppsh41_woodworn,APS Stechkin,0.45,650.0,1,0.65,2.0,20.0,9x18_fmj,181- Ballistics Overhaul (GBOOBS) - Grokitach,Pistol,77.0,78.0,2.0,1.0,ui\ui_icon_ppp
wpn_ppsh41_redworn,APS Stechkin,0.45,650.0,1,0.65,2.0,20.0,9x18_fmj,181- Ballistics Overhaul (GBOOBS) - Grokitach,Pistol,77.0,78.0,2.0,1.0,ui\ui_icon_ppp
wpn_mp412,MP-412 Rex,0.6,225.0,1,0.54,3.5,6.0,357_hp_mag,181- Ballistics Overhaul (GBOOBS) - Grokitach,Pistol,67.0,77.0,2.0,1.0,ui\ui_icon_ppp
wpn_m60,M60,0.765,500.0,2,0.25,1.6,100.0,7.62x51_fmj,181- Ballistics Overhaul (GBOOBS) - Grokitach,Battle Rifle,53.0,72.0,6.0,2.0,ui\standart
wpn_sks,SKS,0.585,200.0,2,0.204,1.6,10.0,7.62x39_fmj,181- Ballistics Overhaul (GBOOBS) - Grokitach,Sniper/DMR,45.0,76.0,5.0,1.0,ui\ui_icon_equipment
wpn_k98,Karabiner 98k,1.1,28.0,2,0.13,2.35,5.0,7.92x33_fmj,181- Ballistics Overhaul (GBOOBS) - Grokitach,Sniper/DMR,0.0,0.0,5.0,1.0,ui\ui_icon_k98.dds
wpn_fnfal,AK-47,0.58,600.0,2,0.49,0.762,30.0,7.62x39_fmj,181- Ballistics Overhaul (GBOOBS) - Grokitach,Assault Rifle,25.0,18.0,5.0,2.0,ui\ui_icon_equipment
wpn_mp133,MP-133,0.79,60.0,2,0.454,6.4,5.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,29.0,6.0,6.0,1.0,ui\ui_icon_bas
wpn_mp153,MP-153,0.8,200.0,2,0.5,6.88,5.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,29.0,0.0,6.0,1.0,ui\ui_icon_bas
wpn_protecta_camo,Armsel Protecta,0.78,155.0,2,0.6,6.46,12.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,35.0,44.0,5.0,2.0,ui\ui_icon_equipment
wpn_protecta_custom,Armsel Protecta,0.78,168.0,2,0.62,6.46,12.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,35.0,46.0,5.0,2.0,ui\ui_icon_equipment
wpn_protecta_aim,Armsel Protecta Custom,0.78,150.0,2,0.53,6.46,12.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,35.0,52.0,5.0,2.0,ui\ui_icon_equipment
wpn_protecta_nimble,"Armsel Protecta ""Tank""",0.78,191.0,2,0.63,6.46,12.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,35.0,54.0,5.0,2.0,ui\ui_icon_equipment
wpn_spas12,SPAS12,0.79,115.0,2,0.48,7.88,8.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,40.0,0.0,5.0,2.0,ui\ui_icon_spas
wpn_spas12_custom,SPAS12 CUSTOM,0.68,130.0,2,0.45,6.6,12.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,40.0,2.0,6.0,2.0,wpn\wpn_saiga12k_icon
wpn_spas12_nimble,SPAS12 NIMBLE,0.83,180.0,2,0.43,6.6,12.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,40.0,8.0,6.0,2.0,wpn\wpn_saiga12k_icon
wpn_toz34,TOZ-34,0.8,1000.0,2,0.35,5.84,2.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,25.0,30.0,5.0,1.0,ui\ui_icon_equipment
wpn_toz34_decor,TOZ-34,0.8,1100.0,2,0.405,5.84,2.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,25.0,31.0,5.0,1.0,ui\ui_icon_equipment
wpn_toz34_custom,TOZ-34,0.8,1200.0,2,0.429,5.84,2.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,25.0,32.0,5.0,1.0,ui\ui_icon_equipment
wpn_toz34_mark4,"TOZ-34 ""Bison""",0.82,800.0,2,0.36,5.84,2.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,35.0,30.0,5.0,2.0,ui\ui_icon_equipment
wpn_toz34_obrez,TOZ-34 (Sawn-off),0.77,1200.0,2,0.712,9.6,2.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,44.0,55.0,3.0,1.0,ui\ui_icon_equipment
wpn_toz34_obrez_decor,TOZ-34 (Sawn-off),0.8,1100.0,2,0.65,5.84,2.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,25.0,56.0,5.0,1.0,ui\ui_icon_equipment
wpn_toz34_obrez_custom,TOZ-34 (Sawn-off),0.8,1200.0,2,0.684,5.84,2.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,25.0,57.0,5.0,1.0,ui\ui_icon_equipment
wpn_wincheaster1300_trapper,TOZ-194,0.79,50.0,2,0.57,7.22,7.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,44.0,61.0,4.0,1.0,ui\ui_icon_equipment
wpn_remington870,Remington 870,0.79,45.0,2,0.454,6.0,8.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,70.0,69.0,5.0,2.0,ui\ui_icon_equipment
wpn_fort500,Fort-500,0.79,60.0,2,0.53,7.0,6.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,70.0,71.0,5.0,1.0,wpn\wpn_saiga12k_icon
wpn_remington700_archangel,"Remington 700 ""Archangel""",0.8,30.0,2,0.04,2.81,20.0,20x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Sniper/DMR,46.0,2.0,6.0,2.0,ui\ui_icon_bas
wpn_remington700_mod_x_gen3,"Remington 700 ""MOD X Gen.3""",0.8,30.0,2,0.02,2.81,12.0,20x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Sniper/DMR,46.0,6.0,6.0,2.0,ui\ui_icon_bas
wpn_remington700_magpul_pro,"Remington 700 ""Magpul PRO""",0.8,30.0,2,0.03,2.81,12.0,20x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Sniper/DMR,46.0,4.0,6.0,2.0,ui\ui_icon_bas
wpn_remington700_lapua700,"Remington 700 ""Deer Hunter""",1.5,30.0,2,0.019,2.81,5.0,magnum_300,181- Ballistics Overhaul (GBOOBS) - Grokitach,Sniper/DMR,46.0,8.0,6.0,2.0,ui\ui_icon_bas
wpn_sks_b,SKS,0.58,350.0,2,0.204,2.845,10.0,7.62x39_fmj,181- Ballistics Overhaul (GBOOBS) - Grokitach,Sniper/DMR,52.0,8.0,5.0,1.0,ui\ui_icon_bas
wpn_mp153_m1,"MP-153 ""Carabineer""",0.8,200.0,2,0.5,6.88,6.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,24.0,4.0,5.0,1.0,ui\ui_icon_bas
wpn_ks23_kaban,KS-23M Drozd,0.48,60.0,2,0.454,9.4,5.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,29.0,2.0,3.0,1.0,ui\ui_icon_bas
wpn_ks23_ecolog,KS-23 Eco,0.1,60.0,2,0.55,14.4,1.0,23_eco,181- Ballistics Overhaul (GBOOBS) - Grokitach,Assault Rifle,24.0,5.0,5.0,2.0,ui\ui_icon_bas
wpn_ks23_kaban_kab_up,"KS-23M Drozd ""Boar""",0.79,60.0,2,0.454,8.4,5.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,29.0,5.0,3.0,1.0,ui\ui_icon_bas
wpn_ks23,KS-23,0.5,60.0,2,0.55,14.4,4.0,23x75_shrapnel,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,24.0,0.0,5.0,2.0,ui\ui_icon_bas
wpn_ks23_23_up,KS-23 Shortie,0.48,60.0,2,0.454,9.4,5.0,12x70_buck,181- Ballistics Overhaul (GBOOBS) - Grokitach,Shotgun,29.0,1.0,4.0,1.0,ui\ui_icon_bas
